"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.269066323E2,-1.172539158E0,7.757539013E-1,-1.687266701E-1
2.269167033E2,-1.155814513E0,6.652036647E-1,5.991063005E-1
2.269267733E2,-1.241208055E0,4.470360088E-1,1.974708222E0
2.269368443E2,-1.092392908E0,2.580367497E-1,3.423453548E0
2.269469143E2,-6.039749115E-1,1.885501930E-1,4.189244086E0
2.269569853E2,-2.614749125E-1,5.168207735E-3,4.031937613E0
2.269670563E2,3.374050277E-1,-3.432052463E-1,3.057601451E0
2.269771263E2,9.691101401E-1,-6.350450420E-1,1.611341191E0
2.269871973E2,1.186529718E0,-6.685216673E-1,5.126411837E-1
2.269972673E2,4.703321931E-1,-3.526110774E-1,3.300314695E-1
2.270073383E2,-7.642294778E-1,1.134966485E-1,1.165779265E0
2.270174077E2,-1.812940030E0,4.568547995E-1,2.043056910E0
2.270274787E2,-2.413112278E0,6.050391778E-1,2.521246884E0
2.270375487E2,-2.414791014E0,6.173034203E-1,2.498947942E0
2.270476197E2,-1.703659078E0,5.859507962E-1,2.166977536E0
2.270576897E2,-7.671268462E-1,5.460068581E-1,1.823117402E0
2.270677607E2,-2.287872228E-1,4.089851068E-1,1.604589996E0
2.270778307E2,6.855414502E-2,2.610951358E-1,1.315841623E0
2.270879017E2,2.343229280E-1,1.115809545E-1,9.985845655E-1
2.270979727E2,3.174519890E-1,4.383306742E-2,5.862681538E-1
2.271080427E2,2.395670034E-1,1.239595100E-2,4.342142344E-2
2.271181137E2,5.478051692E-2,-1.777173489E-2,-5.118728596E-1
2.271281837E2,-7.394842073E-2,1.994763002E-2,-1.027508987E0
2.271382547E2,-1.342963640E-1,-6.799873263E-3,-1.563979914E0
2.271483247E2,-1.862847624E-1,-5.930392295E-2,-1.998973582E0
2.271583957E2,-2.686589478E-1,-3.918263063E-2,-2.196632275E0
2.271684657E2,-3.088752931E-1,-7.757369444E-2,-2.259805593E0
2.271785367E2,-1.900394057E-1,-1.452059528E-1,-2.369054385E0
2.271886067E2,8.311605088E-2,-1.195200115E-1,-2.600479580E0
2.271986777E2,3.873965288E-1,-1.123312984E-1,-2.822571448E0
2.272087477E2,5.614910891E-1,-1.237652363E-1,-2.867882692E0
2.272188187E2,6.550965332E-1,-9.309951380E-2,-2.733975021E0
2.272288887E2,7.102476905E-1,4.810065776E-2,-2.551806187E0
2.272389597E2,7.221627080E-1,1.595472725E-1,-2.420091223E0
2.272490307E2,7.457265486E-1,1.473479341E-1,-2.416882271E0
2.272591007E2,7.391199258E-1,1.574266335E-1,-2.280425799E0
2.272691717E2,7.319885885E-1,2.494188309E-1,-1.875734741E0
2.272792417E2,7.308571523E-1,2.986741675E-1,-1.756203620E0
2.272893127E2,8.075346147E-1,2.780446060E-1,-1.662002052E0
2.272993827E2,7.916179090E-1,3.001530746E-1,-1.455083123E0
2.273094537E2,6.674253143E-1,3.578266476E-1,-1.289884663E0
2.273195237E2,5.191480384E-1,4.142880929E-1,-1.074169183E0
2.273295947E2,2.917009243E-1,5.394376574E-1,-7.960147959E-1
2.273396647E2,2.102165390E-1,6.559899147E-1,-6.037817341E-1
2.273497357E2,1.164745624E-1,8.079915015E-1,-4.573545903E-1
2.273598057E2,-2.636019833E-2,9.547288401E-1,-3.008608800E-1
2.273698767E2,-1.329718966E-1,1.137448921E0,7.223650217E-2
2.273799477E2,-1.640464126E-1,1.329654939E0,4.537410110E-1
2.273900177E2,-1.135269810E-1,1.438082782E0,7.892250091E-1
2.274000887E2,-8.851471201E-2,1.582529474E0,1.142491559E0
2.274101587E2,-9.750254028E-2,1.793297625E0,1.421831177E0
2.274202297E2,-1.674679108E-2,1.984760901E0,1.875707259E0
2.274302997E2,-2.894890688E-2,2.159975934E0,2.512350930E0
2.274403707E2,-4.786369935E-2,2.147987534E0,2.971564935E0
2.274504407E2,-3.738192941E-1,2.110024632E0,3.573014799E0
2.274605117E2,-7.581812641E-1,1.853435215E0,4.236642786E0
2.274705817E2,-8.110853364E-1,1.490030323E0,4.352945659E0
2.274806527E2,-5.542203688E-1,1.020769048E0,4.371348016E0
2.274907227E2,-1.308905802E-1,6.704160190E-1,4.415127874E0
2.275007937E2,1.918107466E-1,3.817508959E-1,4.426755062E0
2.275108647E2,4.503469947E-1,1.209767722E-1,4.244592660E0
2.275209347E2,5.380172226E-1,-7.118795022E-2,3.644684706E0
2.275310057E2,6.587834951E-1,-1.209568917E-1,2.919912386E0
2.275410757E2,8.634367007E-1,-2.337210668E-2,2.198430294E0
2.275511467E2,1.036482417E0,1.724522967E-2,1.579924686E0
2.275612167E2,1.255285226E0,1.645491269E-1,1.113817983E0
2.275712877E2,1.382720906E0,3.352407539E-1,9.084473974E-1
2.275813577E2,1.418259991E0,3.632386842E-1,7.574880767E-1
2.275914287E2,1.476133685E0,3.561669154E-1,6.947410208E-1
2.276014987E2,1.628140534E0,3.136335379E-1,6.521177423E-1
2.276115697E2,1.865835405E0,2.029327355E-1,4.391253108E-1
2.276216397E2,2.073365660E0,-1.965278417E-2,1.504541212E-1
2.276317107E2,2.200244100E0,-2.685735784E-1,-2.512735677E-1
2.276417817E2,2.250568600E0,-5.078175232E-1,-8.091189909E-1
2.276518517E2,2.147939587E0,-7.347350988E-1,-1.480759417E0
2.276619227E2,1.909398916E0,-9.022263984E-1,-2.105490555E0
2.276719927E2,1.621211583E0,-9.663493042E-1,-2.591547958E0
2.276820637E2,1.321719390E0,-9.586466208E-1,-3.086476171E0
2.276921337E2,1.023213184E0,-9.294253068E-1,-3.479464611E0
2.277022047E2,8.313951284E-1,-8.193814391E-1,-3.817620202E0
2.277122747E2,5.958046702E-1,-6.548679802E-1,-3.999525327E0
2.277223457E2,3.038311194E-1,-4.696232182E-1,-4.035942371E0
2.277324157E2,2.947289050E-2,-2.417206791E-1,-3.994466901E0
2.277424867E2,-1.709198146E-1,2.112014294E-2,-3.842177923E0
2.277525567E2,-2.253562228E-1,2.681731904E-1,-3.942943575E0
2.277626277E2,-1.526988673E-1,3.698052536E-1,-3.891077018E0
2.277726987E2,-5.409259200E-2,5.234557553E-1,-3.550561491E0
2.277827687E2,1.020214878E-1,6.594875729E-1,-3.184628118E0
2.277928397E2,1.402805507E-1,7.152056909E-1,-2.778177633E0
2.278029097E2,1.059174876E-1,8.193096645E-1,-2.251997221E0
2.278129807E2,8.491867438E-2,9.430773859E-1,-1.686456862E0
2.278230507E2,3.954705834E-2,1.035283007E0,-1.240564569E0
2.278331217E2,6.822238863E-3,1.094972407E0,-8.519644636E-1
2.278431917E2,7.524986476E-2,1.169555397E0,-4.210977602E-1
2.278532627E2,2.122253499E-1,1.229257515E0,-4.632456601E-2
2.278633327E2,2.479657247E-1,1.282657358E0,2.736567092E-1
2.278734037E2,2.254975062E-1,1.384996496E0,6.138015229E-1
2.278834737E2,7.435063608E-2,1.494495550E0,9.200792634E-1
2.278935447E2,-1.255038328E-1,1.641585037E0,1.086990958E0
2.279036157E2,-2.644749726E-1,1.782419319E0,1.198405559E0
2.279136857E2,-3.960189792E-1,1.907768420E0,1.281624886E0
2.279237567E2,-4.516964590E-1,2.038263363E0,1.300951104E0
2.279338267E2,-4.756938706E-1,2.083929825E0,1.420215007E0
2.279438977E2,-5.585929897E-1,2.175441381E0,1.676844040E0
2.279539677E2,-7.412021924E-1,2.296452286E0,1.969255693E0
2.279640387E2,-9.167792411E-1,2.255663425E0,2.177828799E0
2.279741087E2,-8.704852268E-1,2.215620231E0,2.316757473E0
2.279841797E2,-6.826212046E-1,2.285837836E0,2.357417257E0
2.279942497E2,-4.520820098E-1,2.257992810E0,2.259019142E0
2.280043207E2,-4.042110014E-1,2.227716073E0,2.366879806E0
2.280143917E2,-6.159041816E-1,2.194084935E0,2.643371830E0
2.280244621E2,-9.495170707E-1,2.109262740E0,2.921106972E0
2.280345331E2,-1.191355425E0,1.853570578E0,3.238747022E0
2.280446031E2,-1.146207611E0,1.428370411E0,3.487838994E0
2.280546741E2,-7.715174474E-1,9.706244959E-1,3.407400602E0
2.280647441E2,-3.669772477E-1,4.704827589E-1,2.841310020E0
2.280748151E2,-2.008889875E-1,-3.360336363E-2,2.068340271E0
2.280848851E2,-2.525582010E-1,-4.479801880E-1,1.445514740E0
2.280949561E2,-4.101368621E-1,-7.006936325E-1,1.006821538E0
2.281050261E2,-6.393062004E-1,-7.735436538E-1,8.148562789E-1
2.281150971E2,-8.585933058E-1,-8.367557095E-1,7.934578085E-1
2.281251671E2,-9.589305031E-1,-9.167637460E-1,8.450618255E-1
2.281352381E2,-9.075033644E-1,-9.614986002E-1,8.537069339E-1
2.281453091E2,-6.333658679E-1,-1.002722494E0,9.155804157E-1
2.281553791E2,-1.840153849E-1,-1.048980255E0,8.303975934E-1
2.281654501E2,2.453893684E-1,-1.085108008E0,5.009350580E-1
2.281755201E2,5.653753214E-1,-1.153511368E0,1.077980983E-1
2.281855911E2,7.555488476E-1,-1.137520988E0,-2.764148408E-1
2.281956611E2,8.556604886E-1,-1.090789894E0,-6.560646129E-1
2.282057321E2,8.540210755E-1,-1.070669625E0,-1.070872523E0
2.282158021E2,7.577177261E-1,-1.043381400E0,-1.565607778E0
2.282258731E2,6.935496506E-1,-9.311417569E-1,-1.939615572E0
2.282359431E2,6.448898529E-1,-7.997580372E-1,-2.286888726E0
2.282460141E2,4.840689106E-1,-6.648157020E-1,-2.512243341E0
2.282560841E2,4.251481265E-1,-5.256874913E-1,-2.619584187E0
2.282661551E2,5.631618579E-1,-3.963770480E-1,-2.773413321E0
2.282762261E2,8.261440364E-1,-2.600487766E-1,-2.844692050E0
2.282862961E2,9.743363084E-1,-3.647960901E-2,-2.749413425E0
2.282963671E2,1.027227882E0,2.133688460E-1,-2.625385210E0
2.283064371E2,1.014953042E0,3.624035557E-1,-2.507580187E0
2.283165081E2,1.040608212E0,4.923406743E-1,-2.437831675E0
2.283265781E2,1.073947208E0,5.849842514E-1,-2.302417762E0
2.283366491E2,1.040678598E0,6.754311758E-1,-1.994409245E0
2.283467191E2,9.076183353E-1,7.440445970E-1,-1.575553308E0
2.283567901E2,7.872215337E-1,7.744799392E-1,-1.080548496E0
2.283668601E2,7.937273651E-1,7.641426466E-1,-8.964313692E-1
2.283769311E2,9.510549615E-1,6.439515209E-1,-1.034315146E0
2.283870021E2,1.020149389E0,5.015189025E-1,-1.078371577E0
2.283970721E2,9.152208120E-1,4.461200425E-1,-1.002505708E0
2.284071431E2,8.496587603E-1,3.985469498E-1,-8.342357057E-1
2.284172131E2,8.157568963E-1,3.967306584E-1,-5.629441953E-1
2.284272841E2,6.539153957E-1,3.968085726E-1,-2.539287883E-1
2.284373541E2,4.920600810E-1,4.407916211E-1,-4.169064760E-3
2.284474251E2,4.475377730E-1,5.814820616E-1,1.552617019E-1
2.284574951E2,5.228637247E-1,7.077064906E-1,2.605238628E-1
2.284675661E2,5.539642607E-1,8.339642487E-1,5.181176859E-1
2.284776361E2,5.656288712E-1,1.008757405E0,8.164899909E-1
2.284877071E2,4.622949759E-1,1.195065483E0,1.020511039E0
2.284977781E2,3.312245207E-1,1.452477897E0,9.595444608E-1
2.285078481E2,2.116414323E-1,1.698389421E0,8.758292896E-1
2.285179191E2,7.379990146E-3,1.784695201E0,9.686661172E-1
2.285279891E2,-2.307387310E-1,1.879083880E0,1.242583027E0
2.285380601E2,-4.397541057E-1,1.944219377E0,1.685297944E0
2.285481301E2,-7.439179317E-1,1.896826817E0,2.358870290E0
2.285582011E2,-1.054619895E0,1.718548282E0,3.177237822E0
2.285682711E2,-9.387943004E-1,1.337009713E0,4.032552155E0
2.285783421E2,-5.574222310E-1,8.784465033E-1,4.225189260E0
2.285884121E2,-3.430935645E-1,2.674213846E-1,4.068665144E0
2.285984831E2,1.370279639E-1,-3.369042137E-1,3.652532254E0
2.286085541E2,6.785796091E-1,-7.897161021E-1,3.034734160E0
2.286186241E2,1.012605604E0,-1.007843632E0,2.573663664E0
2.286286951E2,1.125015694E0,-1.126125641E0,2.242471522E0
2.286387651E2,8.740272508E-1,-1.014533212E0,2.059954194E0
2.286488361E2,6.306762949E-1,-7.444071244E-1,1.902309752E0
2.286589061E2,7.526573995E-1,-4.032128817E-1,1.661219110E0
2.286689771E2,9.548387678E-1,-1.988153455E-1,1.438999187E0
2.286790471E2,1.233445291E0,-3.357632026E-2,1.228941473E0
2.286891181E2,1.474533302E0,8.643865809E-2,1.016209243E0
2.286991881E2,1.621427638E0,7.999985039E-2,7.105583239E-1
2.287092591E2,1.740164123E0,-9.290640950E-3,2.419934517E-1
2.287193291E2,1.853861477E0,-1.067760050E-1,-3.204274178E-1
2.287294001E2,1.905854918E0,-2.411510141E-1,-9.085620028E-1
2.287394711E2,1.847444596E0,-3.806407289E-1,-1.443512653E0
2.287495411E2,1.688698977E0,-4.089134784E-1,-1.892648982E0
2.287596121E2,1.488290192E0,-3.699220517E-1,-2.359900569E0
2.287696821E2,1.246175264E0,-3.434395735E-1,-2.847933746E0
2.287797531E2,9.833011132E-1,-2.509065087E-1,-3.228102751E0
2.287898231E2,8.187609033E-1,-1.522777216E-1,-3.479233062E0
2.287998941E2,6.665858003E-1,-6.675561458E-2,-3.683020806E0
2.288099641E2,5.158228000E-1,3.616736770E-2,-3.706186890E0
2.288200351E2,3.512537925E-1,2.616794188E-1,-3.553306759E0
2.288301051E2,1.572618882E-1,4.564940263E-1,-3.287488242E0
2.288401761E2,1.020858072E-1,6.123417655E-1,-3.049960894E0
2.288502471E2,2.281352583E-1,6.416946419E-1,-3.075984512E0
2.288603171E2,4.735203874E-1,5.886194654E-1,-3.205175233E0
2.288703881E2,5.067847587E-1,5.350566311E-1,-3.060689950E0
2.288804581E2,3.068740104E-1,5.124293683E-1,-2.715223001E0
2.288905291E2,1.945662470E-1,4.963391465E-1,-2.368268520E0
2.289005991E2,3.718785301E-2,5.020081683E-1,-1.783723540E0
2.289106701E2,-1.057270145E-1,5.432696302E-1,-1.191367266E0
2.289207401E2,-1.245635274E-1,5.981441411E-1,-8.508412135E-1
2.289308111E2,-1.188724324E-1,6.187237090E-1,-6.138102937E-1
2.289408811E2,-5.066436946E-2,6.707956494E-1,-1.944193357E-1
2.289509521E2,-8.173004150E-2,7.764628762E-1,2.336518139E-1
2.289610231E2,-6.891192153E-2,9.100281921E-1,4.522160572E-1
2.289710931E2,-8.706621051E-2,9.807679532E-1,5.936911941E-1
2.289811641E2,-1.450846231E-1,1.036714113E0,6.383627522E-1
2.289912341E2,-3.079880512E-1,1.152103943E0,6.062767410E-1
2.290013051E2,-5.807194385E-1,1.292381424E0,6.378902972E-1
2.290113751E2,-8.195121244E-1,1.493627677E0,7.161716509E-1
2.290214465E2,-9.412865299E-1,1.647099400E0,1.043579475E0
2.290315165E2,-8.937308326E-1,1.765694820E0,1.385898868E0
2.290415875E2,-7.441190028E-1,1.781355126E0,1.762471250E0
2.290516575E2,-6.199885348E-1,1.853055292E0,2.228622392E0
2.290617285E2,-4.511830734E-1,1.953665993E0,2.585779679E0
2.290717995E2,-3.590889153E-1,1.885682463E0,2.889548380E0
2.290818695E2,-2.283634458E-1,1.832826996E0,3.176688768E0
2.290919405E2,-2.019645828E-1,1.799212522E0,3.312171094E0
2.291020105E2,-3.151546910E-1,1.672264793E0,3.496553099E0
2.291120815E2,-4.962871063E-1,1.557168784E0,3.714618575E0
2.291221515E2,-5.864922483E-1,1.386163893E0,3.810595942E0
2.291322225E2,-5.175219277E-1,1.060309528E0,3.570266608E0
2.291422925E2,-4.152210161E-1,7.591724402E-1,3.213320405E0
2.291523635E2,-2.845519723E-1,4.900050770E-1,2.684468985E0
2.291624335E2,-2.511922183E-1,2.019876062E-1,1.896791734E0
2.291725045E2,-2.927296688E-1,1.277916290E-2,1.004257534E0
2.291825755E2,-3.814203089E-1,-6.340939924E-3,2.468378699E-1
2.291926455E2,-5.037417946E-1,9.368365064E-2,-2.448170722E-2
2.292027165E2,-5.869538129E-1,2.129238729E-1,-1.496594846E-1
2.292127865E2,-6.433006527E-1,2.131329109E-1,-3.816729087E-1
2.292228575E2,-6.746913569E-1,1.600222126E-1,-6.154118460E-1
2.292329275E2,-6.578989575E-1,1.715374267E-1,-7.552708125E-1
2.292429985E2,-5.382105462E-1,1.327450977E-1,-9.422460580E-1
2.292530685E2,-3.829087177E-1,-2.050077662E-2,-1.227664441E0
2.292631395E2,-2.140156943E-1,-1.792251997E-1,-1.367580126E0
2.292732095E2,-1.071237682E-1,-2.955846450E-1,-1.406914346E0
2.292832805E2,-5.605937608E-2,-4.159402236E-1,-1.400994040E0
2.292933515E2,-3.470804885E-2,-5.464576784E-1,-1.376247454E0
2.293034215E2,2.334296197E-2,-6.972211173E-1,-1.337368147E0
2.293134925E2,1.532786918E-1,-8.586487082E-1,-1.392964643E0
2.293235625E2,2.790055228E-1,-1.040708346E0,-1.479168389E0
2.293336335E2,4.213999151E-1,-1.177103422E0,-1.496073275E0
2.293437035E2,5.173155941E-1,-1.186595499E0,-1.540571170E0
2.293537745E2,5.817484754E-1,-1.119408799E0,-1.545590420E0
2.293638445E2,5.564447227E-1,-9.800136624E-1,-1.554033215E0
2.293739155E2,5.567924128E-1,-7.304922129E-1,-1.479519807E0
2.293839855E2,6.409668828E-1,-3.977425191E-1,-1.542194942E0
2.293940565E2,6.858959377E-1,-1.331276518E-1,-1.702011625E0
2.294041275E2,6.963789721E-1,1.575880167E-1,-1.779956764E0
2.294141975E2,6.683855733E-1,4.088083747E-1,-1.785151430E0
2.294242685E2,5.805348127E-1,5.674421659E-1,-1.784238680E0
2.294343385E2,5.093486897E-1,6.664842050E-1,-1.770713485E0
2.294444095E2,5.043680314E-1,7.047290884E-1,-1.635176781E0
2.294544795E2,4.719555263E-1,7.813993880E-1,-1.381691211E0
2.294645505E2,4.660518119E-1,8.278441143E-1,-1.164388797E0
2.294746205E2,4.145328719E-1,7.458500710E-1,-9.625581157E-1
2.294846915E2,4.135180146E-1,6.691495121E-1,-6.286207062E-1
2.294947615E2,4.371873242E-1,6.509781200E-1,-3.066256499E-1
2.295048325E2,4.356603970E-1,6.047870167E-1,-1.574912453E-1
2.295149025E2,4.514324572E-1,5.295614178E-1,-1.320570266E-1
2.295249735E2,4.438624325E-1,4.968155484E-1,-2.423320055E-2
2.295350445E2,3.778372814E-1,5.900874089E-1,3.710298067E-1
2.295451145E2,1.789853176E-1,7.614635986E-1,7.866159815E-1
2.295551855E2,9.265285961E-2,8.373722984E-1,9.402346158E-1
2.295652555E2,1.227131760E-1,9.308640142E-1,1.099036807E0
2.295753265E2,2.293400040E-1,1.179838164E0,1.233174857E0
2.295853965E2,2.546265073E-1,1.520587288E0,1.155058395E0
2.295954675E2,1.911418252E-1,1.724800856E0,1.173901632E0
2.296055375E2,9.241195433E-2,1.860162144E0,1.380731683E0
2.296156085E2,-2.372164227E-2,1.994718709E0,1.534658466E0
2.296256795E2,-1.400104094E-1,1.993379112E0,1.903868619E0
2.296357495E2,-2.602078208E-1,1.888088738E0,2.541299910E0
2.296458205E2,-3.761953101E-1,1.652812568E0,3.308310762E0
2.296558905E2,-1.102198689E-1,1.269864966E0,3.969484087E0
2.296659615E2,3.142422330E-1,8.119614686E-1,3.975374572E0
2.296760315E2,6.305199549E-1,2.443626704E-1,3.813456985E0
2.296861025E2,1.029980751E0,-1.881822570E-1,3.452133556E0
2.296961725E2,1.191213630E0,-4.918863821E-1,2.984514179E0
2.297062435E2,1.172424845E0,-7.295811436E-1,2.621376359E0
2.297163135E2,1.038959663E0,-8.294687632E-1,2.262433916E0
2.297263845E2,8.096032134E-1,-7.776858944E-1,1.928118777E0
2.297364555E2,8.434908248E-1,-6.274339407E-1,1.652714335E0
2.297465255E2,1.126517259E0,-4.403763957E-1,1.347510728E0
2.297565965E2,1.493489975E0,-3.223356566E-1,1.114320259E0
2.297666665E2,1.763294977E0,-2.299440944E-1,9.264954132E-1
2.297767375E2,1.938060213E0,-1.594278431E-1,5.774236554E-1
2.297868075E2,2.019795517E0,-2.143099554E-1,1.894766843E-1
2.297968785E2,2.084221601E0,-3.033509168E-1,-1.874775213E-1
2.298069485E2,2.117488749E0,-3.827224839E-1,-6.330300915E-1
2.298170195E2,2.083016636E0,-4.702779602E-1,-1.128507358E0
2.298270895E2,2.006325578E0,-4.665620546E-1,-1.517810884E0
2.298371605E2,1.856207380E0,-3.939631712E-1,-1.930517889E0
2.298472315E2,1.576101923E0,-3.103887717E-1,-2.379954765E0
2.298573015E2,1.346956119E0,-1.977892323E-1,-2.785611783E0
2.298673725E2,1.194004360E0,-6.736957222E-2,-3.142359765E0
2.298774425E2,1.066353722E0,2.153383344E-2,-3.357716226E0
2.298875135E2,9.210310440E-1,1.073620422E-1,-3.391763978E0
2.298975835E2,7.632119161E-1,2.377248381E-1,-3.280438254E0
2.299076545E2,4.510607935E-1,3.874158977E-1,-3.094237765E0
2.299177245E2,1.867422339E-1,4.485032214E-1,-3.022835661E0
2.299277955E2,1.806614220E-1,3.993662909E-1,-2.902836177E0
2.299378655E2,4.249548760E-1,4.052965370E-1,-2.700127244E0
2.299479365E2,5.780221179E-1,4.156728597E-1,-2.508336232E0
2.299580075E2,5.028482670E-1,4.290552360E-1,-2.218810764E0
2.299680775E2,4.395261374E-1,5.546936278E-1,-1.820775592E0
2.299781485E2,4.216218169E-1,6.571899095E-1,-1.550433084E0
2.299882185E2,3.357004912E-1,7.927443020E-1,-1.301867362E0
2.299982895E2,2.020318258E-1,9.977112839E-1,-1.003036636E0
2.300083595E2,1.234867626E-1,1.149105784E0,-6.090699559E-1
2.300184342E2,1.150919151E-1,1.236340394E0,-2.549614066E-1
2.300285042E2,8.365202129E-2,1.319948561E0,-1.758257747E-2
2.300385752E2,1.891435392E-2,1.343019189E0,1.577064228E-1
2.300486452E2,-3.803036369E-2,1.346521963E0,3.274703890E-1
2.300587162E2,-5.752468832E-2,1.329182923E0,4.741109562E-1
2.300687872E2,-1.842570211E-1,1.259160907E0,4.974746758E-1
2.300788572E2,-3.224105009E-1,1.203733688E0,4.211012685E-1
2.300889282E2,-3.875941647E-1,1.215955392E0,3.276995999E-1
2.300989982E2,-5.454578045E-1,1.246495692E0,3.952133060E-1
2.301090692E2,-7.253095333E-1,1.416125611E0,5.761004305E-1
2.301191392E2,-7.929751208E-1,1.546929287E0,7.464953113E-1
2.301292102E2,-7.607010486E-1,1.589868461E0,9.615436238E-1
2.301392802E2,-6.950999667E-1,1.652487609E0,1.225311522E0
2.301493512E2,-6.236847060E-1,1.783571367E0,1.240343544E0
2.301594212E2,-4.763156489E-1,1.823470427E0,1.076135602E0
2.301694922E2,-4.484383173E-1,1.849028168E0,1.113583510E0
2.301795632E2,-6.162443434E-1,1.949224155E0,1.384730594E0
2.301896332E2,-9.085310125E-1,1.952902931E0,1.813778813E0
2.301997042E2,-1.088809588E0,1.783797800E0,2.402143779E0
2.302097742E2,-9.854986431E-1,1.430884568E0,3.131229590E0
2.302198452E2,-6.025769153E-1,9.775256722E-1,3.440099401E0
2.302299152E2,-3.075164732E-1,3.948689049E-1,3.286962578E0
2.302399862E2,-1.095720705E-1,-1.739948653E-1,3.059099507E0
2.302500562E2,3.736269207E-1,-6.178843412E-1,2.332950168E0
2.302601272E2,5.831302455E-1,-9.310547796E-1,1.446575425E0
2.302701982E2,6.756445992E-1,-9.826444709E-1,1.064542328E0
2.302802682E2,2.875868234E-1,-8.362893941E-1,1.145521002E0
2.302903392E2,-1.048337062E-1,-6.422730777E-1,1.259993112E0
2.303004092E2,-2.285835204E-1,-5.459052627E-1,1.239389863E0
2.303104802E2,-3.874226220E-2,-4.800852026E-1,9.640731293E-1
2.303205502E2,2.994603257E-1,-4.104341930E-1,5.138708532E-1
2.303306212E2,6.943039414E-1,-4.127210391E-1,3.377585649E-2
2.303406912E2,9.234759841E-1,-4.302072836E-1,-3.453178453E-1
2.303507622E2,9.486867660E-1,-4.778636992E-1,-6.372716618E-1
2.303608322E2,9.825838792E-1,-5.226419690E-1,-9.204160631E-1
2.303709032E2,1.010129893E0,-5.452141218E-1,-1.240817168E0
2.303809742E2,9.628004097E-1,-5.907892209E-1,-1.482348105E0
2.303910442E2,8.667134804E-1,-6.446429542E-1,-1.706102922E0
2.304011152E2,8.610029434E-1,-6.190033521E-1,-1.872385456E0
2.304111852E2,8.530599394E-1,-5.527802727E-1,-1.967220277E0
2.304212562E2,8.740634304E-1,-4.837090145E-1,-1.998286534E0
2.304313262E2,9.606109929E-1,-3.013213482E-1,-2.010144103E0
2.304413972E2,1.000451655E0,-8.913729429E-2,-1.995032558E0
2.304514672E2,1.021790483E0,8.896407053E-2,-1.985799220E0
2.304615382E2,1.016493125E0,2.677516061E-1,-2.104409990E0
2.304716082E2,1.064702249E0,3.930809726E-1,-2.117870865E0
2.304816792E2,1.062268053E0,5.152810554E-1,-2.005481533E0
2.304917502E2,9.674719696E-1,6.328150602E-1,-1.758581098E0
2.305018202E2,8.656704102E-1,7.030488910E-1,-1.456794019E0
2.305118912E2,7.689926197E-1,7.231995656E-1,-1.148817077E0
2.305219612E2,7.891550618E-1,6.652067345E-1,-8.385187912E-1
2.305320322E2,8.769911313E-1,6.000574963E-1,-6.750885290E-1
2.305421022E2,9.540922245E-1,4.868865377E-1,-5.908792681E-1
2.305521732E2,8.724974730E-1,3.515635487E-1,-4.943066543E-1
2.305622432E2,8.976904209E-1,2.782719165E-1,-4.615990841E-1
2.305723142E2,8.647751284E-1,2.076116775E-1,-5.675097013E-1
2.305823842E2,8.064859897E-1,1.328195035E-1,-6.982423335E-1
2.305924552E2,6.837938637E-1,1.035626677E-1,-5.451435167E-1
2.306025262E2,5.757039893E-1,1.800585741E-1,-2.246892017E-1
2.306125962E2,4.896546827E-1,2.801911189E-1,2.468519032E-2
2.306226672E2,4.724725664E-1,3.726446615E-1,2.379501021E-1
2.306327372E2,4.502709809E-1,4.964780179E-1,4.638046539E-1
2.306428082E2,4.008859822E-1,6.190539305E-1,7.720125604E-1
2.306528782E2,4.257854730E-1,8.672977634E-1,9.984395546E-1
2.306629492E2,3.592582653E-1,1.233036132E0,8.651809251E-1
2.306730192E2,2.014172103E-1,1.624613786E0,4.866087949E-1
2.306830902E2,-2.585295238E-2,1.811927146E0,1.320295447E-1
2.306931612E2,-2.371515917E-1,1.943598111E0,5.992168128E-2
2.307032312E2,-3.552310686E-1,2.072905630E0,1.771361357E-1
2.307133022E2,-6.497381448E-1,2.027855904E0,8.469247484E-1
2.307233722E2,-8.255611420E-1,1.797041159E0,1.963554073E0
2.307334432E2,-9.161644064E-1,1.447548840E0,3.354884419E0
2.307435132E2,-5.685272630E-1,9.773213120E-1,4.341325487E0
2.307535842E2,-7.597038791E-2,4.415771945E-1,4.325106481E0
2.307636542E2,5.644163049E-1,-3.732217817E-1,4.070231613E0
2.307737252E2,1.412648418E0,-1.104773072E0,3.393036917E0
2.307837952E2,2.073136157E0,-1.486682939E0,2.407543682E0
2.307938662E2,2.507128197E0,-1.617696237E0,1.784630443E0
2.308039372E2,2.444551587E0,-1.396293317E0,1.540551290E0
2.308140072E2,1.795840287E0,-1.012833207E0,1.472445846E0
2.308240782E2,1.263759158E0,-5.746710786E-1,1.402475724E0
2.308341482E2,1.073653020E0,-2.167483905E-1,1.130258600E0
2.308442192E2,9.359790853E-1,7.077323645E-3,8.284276664E-1
2.308542892E2,8.965822273E-1,2.206791812E-1,7.601684403E-1
2.308643602E2,8.889675446E-1,3.641890030E-1,5.213593823E-1
2.308744302E2,8.821545151E-1,3.694998828E-1,1.065655053E-2
2.308845012E2,1.008476373E0,3.626665342E-1,-4.639496648E-1
2.308945722E2,1.196930014E0,3.404969622E-1,-8.369225013E-1
2.309046422E2,1.125962504E0,2.535938890E-1,-1.190762079E0
