"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.743490629E1,1.014039049E0,-8.541372889E-1,4.907158792E-1
1.744497629E1,1.341979554E0,-7.077423048E-1,2.382272601E-1
1.745504629E1,1.618117091E0,-5.128800425E-1,-1.118145508E-1
1.746511629E1,1.699477588E0,-3.328919274E-1,-4.179197985E-1
1.747518629E1,1.673960047E0,-1.392944178E-1,-6.900685108E-1
1.748525629E1,1.552221163E0,8.245304972E-2,-9.308328778E-1
1.749532629E1,1.245319817E0,2.157198653E-1,-9.312556314E-1
1.750539629E1,1.068860058E0,3.145983285E-1,-9.911860836E-1
1.751546629E1,1.216281082E0,4.817857191E-1,-1.356670391E0
1.752553629E1,1.352794272E0,5.969673890E-1,-1.680564038E0
1.753560629E1,1.352494748E0,6.611917439E-1,-1.938002910E0
1.754567629E1,1.211964083E0,6.779694521E-1,-2.072779477E0
1.755574629E1,1.020999282E0,6.582517639E-1,-2.033195581E0
1.756581629E1,8.518393332E-1,6.565999255E-1,-2.043788397E0
1.757588629E1,7.390170148E-1,6.954631519E-1,-2.121587355E0
1.758595729E1,6.523222487E-1,5.647580016E-1,-2.120764067E0
1.759602729E1,6.680496508E-1,3.928144857E-1,-2.162793269E0
1.760609729E1,7.634320638E-1,1.946456230E-1,-1.989961853E0
1.761616729E1,8.188459803E-1,1.154868945E-1,-1.541369900E0
1.762623729E1,6.541193904E-1,7.402925849E-2,-1.029042127E0
1.763630729E1,4.649125551E-1,9.936465919E-3,-6.097879940E-1
1.764637729E1,4.039487538E-1,8.971675336E-3,-5.543780243E-1
1.765644729E1,5.612682371E-1,-6.310929090E-2,-6.270209080E-1
1.766651729E1,7.735302052E-1,-1.370037711E-1,-6.525451738E-1
1.767658729E1,9.321984950E-1,-2.031369495E-1,-3.915085101E-1
1.768665729E1,9.456446059E-1,-2.443107033E-1,9.965409636E-3
1.769672729E1,9.277573885E-1,-2.558773729E-1,3.749199593E-1
1.770679729E1,9.071082388E-1,-8.559446633E-2,5.154531097E-1
1.771686729E1,8.338397031E-1,2.647090074E-1,5.462094641E-1
1.772693729E1,7.664009144E-1,8.644891995E-1,4.302656096E-1
1.773700729E1,6.530874299E-1,1.342537086E0,2.481955934E-1
1.774707729E1,5.744632832E-1,1.469405878E0,1.408126473E-1
1.775714729E1,5.658381285E-1,1.500059906E0,2.725246882E-1
1.776721729E1,6.161993198E-1,1.511551732E0,7.844653755E-1
1.777728729E1,7.614481035E-1,1.380783431E0,1.588753397E0
1.778735729E1,9.593608582E-1,1.128919587E0,2.519710820E0
1.779742729E1,1.155458491E0,1.021344560E0,2.858866870E0
1.780749729E1,1.334327888E0,8.211496371E-1,2.517799366E0
1.781756721E1,1.472120740E0,5.504913801E-1,2.181001498E0
1.782763721E1,1.793368815E0,3.111952490E-1,1.670185815E0
1.783770721E1,2.210765580E0,5.463258237E-2,1.078044718E0
1.784777721E1,2.416215103E0,-2.436944067E-2,8.085939109E-1
1.785784721E1,2.129844501E0,-1.266886979E-2,1.070295403E0
1.786791721E1,1.589270437E0,-1.984141535E-1,1.551155216E0
1.787798721E1,1.167089626E0,-3.606448594E-1,1.787569839E0
1.788805721E1,8.775235934E-1,-4.643899602E-1,1.973166311E0
1.789812721E1,6.394549390E-1,-4.322583407E-1,2.108884279E0
1.790819821E1,4.884014051E-1,-4.509928197E-1,1.981335456E0
1.791826821E1,6.188679890E-1,-5.345021689E-1,1.525750818E0
1.792833821E1,9.618185160E-1,-6.172785696E-1,9.956404924E-1
1.793840821E1,1.255580949E0,-6.127703664E-1,5.585044044E-1
1.794847821E1,1.323476771E0,-5.379119727E-1,1.264004302E-1
1.795854821E1,1.186563705E0,-4.376649687E-1,-4.251837945E-1
1.796861821E1,9.711673368E-1,-3.551394135E-1,-9.944096535E-1
1.797868821E1,7.949478983E-1,-2.193240890E-1,-1.458084499E0
1.798875821E1,5.665878146E-1,-7.138748646E-2,-1.817927998E0
1.799882821E1,3.093467979E-1,-1.973084450E-2,-2.092641883E0
1.800889821E1,2.006971988E-1,6.012224078E-2,-2.180310942E0
1.801896821E1,1.930621970E-1,1.800509727E-1,-2.318946671E0
1.802903821E1,1.372262576E-1,1.872152737E-1,-2.641331152E0
1.803910821E1,1.728704457E-1,1.656685764E-1,-2.882890740E0
1.804917821E1,1.631248914E-1,3.040268549E-1,-2.867696165E0
1.805924821E1,2.105977044E-2,6.112436584E-1,-2.614326956E0
1.806931821E1,-8.560426041E-2,8.521354946E-1,-2.363196645E0
1.807938821E1,-1.557935062E-1,9.714189863E-1,-2.363565019E0
1.808945821E1,-1.808518951E-1,1.006654600E0,-2.613130031E0
1.809952821E1,-9.421984032E-2,1.008396778E0,-2.710353439E0
1.810959821E1,-4.009289593E-2,1.111662115E0,-2.794241104E0
1.811966821E1,-9.632513031E-2,1.181049561E0,-2.697814085E0
1.812973821E1,-1.876796888E-1,1.351302062E0,-2.522788795E0
1.813980821E1,-3.607638502E-1,1.493898695E0,-2.418663332E0
1.814987821E1,-6.114918727E-1,1.521568889E0,-2.007625707E0
1.815994821E1,-6.264326781E-1,1.704682341E0,-1.176233502E0
1.817001821E1,-4.384094654E-1,2.043873766E0,-4.297925699E-1
1.818008821E1,-3.296458456E-1,2.517136584E0,2.026048529E-1
1.819015821E1,-3.517576763E-1,2.767316430E0,5.719407213E-1
1.820022821E1,-5.108498892E-1,2.777943744E0,8.600745517E-1
1.821029921E1,-7.736155745E-1,2.850478454E0,9.841577303E-1
1.822036921E1,-9.925777209E-1,2.745772948E0,1.166507244E0
1.823043921E1,-1.139472350E0,2.437175325E0,1.465997536E0
1.824050921E1,-1.259748698E0,2.196186279E0,1.930969879E0
1.825057921E1,-1.307654936E0,2.220970579E0,2.253306997E0
1.826064921E1,-1.400373650E0,2.179520252E0,2.576953307E0
1.827071921E1,-1.550916649E0,1.966600911E0,3.124471378E0
1.828078921E1,-1.747107106E0,1.832066419E0,3.873711373E0
1.829085921E1,-1.877573106E0,1.626575673E0,4.603997033E0
1.830092921E1,-1.831526575E0,1.224938762E0,5.228217124E0
1.831099921E1,-1.611794058E0,6.854939416E-1,5.559008147E0
1.832106921E1,-1.227937799E0,1.471358263E-1,5.553353305E0
1.833113921E1,-8.058588758E-1,-3.406368569E-1,4.929769975E0
1.834120921E1,-3.942835987E-1,-8.864018594E-1,3.609079841E0
1.835127921E1,-7.683533728E-2,-1.116872276E0,2.160197690E0
1.836134921E1,3.391262287E-1,-9.006791521E-1,8.935410905E-1
1.837141921E1,8.651873571E-1,-4.042041309E-1,-2.376706052E-1
1.838148921E1,1.004611583E0,1.108423050E-1,-9.510706758E-1
1.839155921E1,6.126130763E-1,5.687422943E-1,-1.308534942E0
1.840162921E1,2.900218964E-4,8.398522487E-1,-1.296629426E0
1.841169921E1,-5.721763641E-1,9.856674814E-1,-5.848987359E-1
1.842176921E1,-9.667429680E-1,9.906579338E-1,2.446568584E-1
1.843183921E1,-1.164751325E0,7.724525633E-1,7.142490864E-1
1.844190921E1,-1.082209690E0,6.885328858E-1,7.206207973E-1
1.845197921E1,-8.159371367E-1,5.325192319E-1,2.269187450E-1
1.846204921E1,-4.169661176E-1,3.243275106E-2,-3.784803289E-1
1.847211921E1,-5.623530418E-2,-3.862046470E-1,-8.680975163E-1
1.848218921E1,-2.597420901E-2,-6.103516656E-1,-1.250226508E0
1.849225921E1,-1.292392534E-1,-9.334505300E-1,-1.180577399E0
1.850232921E1,-1.223257980E-1,-1.147573813E0,-9.776240516E-1
1.851239921E1,7.184678525E-2,-1.218263434E0,-8.799930918E-1
1.852246921E1,2.563805258E-1,-1.319949584E0,-1.220906814E0
1.853254021E1,3.845602638E-1,-1.420421560E0,-1.602214272E0
1.854261021E1,5.775350448E-1,-1.360522098E0,-1.954672152E0
1.855268021E1,6.966016048E-1,-1.291322201E0,-2.468502075E0
1.856275021E1,6.788436109E-1,-1.319025724E0,-2.817772638E0
1.857282021E1,8.255479127E-1,-1.272004170E0,-2.730157959E0
1.858289021E1,1.145829881E0,-1.061307940E0,-2.570744149E0
1.859296021E1,1.652292897E0,-7.665620783E-1,-2.391328769E0
1.860303021E1,2.072130436E0,-4.908573818E-1,-2.306438892E0
1.861310021E1,2.027669377E0,-3.198079053E-1,-2.501662804E0
1.862317021E1,1.547613411E0,-1.465012573E-1,-2.591698816E0
1.863324021E1,9.763632457E-1,-1.963889703E-2,-2.090002450E0
1.864331021E1,5.755494766E-1,-1.814683378E-3,-1.389081507E0
1.865338021E1,1.533872308E-1,9.391081497E-2,-1.128340128E0
1.866345021E1,-1.263907823E-1,7.581850648E-2,-1.199238787E0
1.867352021E1,-1.048389687E-1,3.394542575E-2,-1.353739182E0
1.868359021E1,-1.091382802E-1,-1.696861982E-3,-1.628192866E0
1.869366021E1,1.522401533E-1,4.825502425E-2,-1.837228487E0
1.870373021E1,4.418794955E-1,3.009414254E-1,-1.574920054E0
1.871380021E1,3.801489781E-1,5.156457755E-1,-1.270585343E0
1.872387021E1,1.727520396E-1,3.945657268E-1,-1.143908924E0
1.873394021E1,3.210027838E-1,4.105322801E-1,-8.919985950E-1
1.874401021E1,7.215222917E-1,7.053098631E-1,-2.294312936E-1
1.875408021E1,8.934788176E-1,9.264153063E-1,5.600042152E-1
1.876415021E1,8.669676881E-1,9.380246606E-1,9.828970706E-1
1.877422021E1,8.676683307E-1,5.838778120E-1,6.551483542E-1
1.878429021E1,6.183774076E-1,1.523641435E0,7.988834399E-1
1.879436021E1,6.938686162E-2,2.199633066E0,1.151824300E0
1.880443021E1,-7.683735457E-1,2.523350712E0,1.463242328E0
1.881450021E1,-1.073823905E0,2.569452207E0,2.022346072E0
1.882457133E1,-1.142989742E0,1.495851227E0,2.647689999E0
1.883464133E1,-5.124268833E-1,1.198186435E0,3.049830501E0
1.884471133E1,-2.473778602E-1,1.726328879E0,4.304820735E0
1.885478133E1,-6.473256567E-1,1.528283393E0,5.395652145E0
1.886485133E1,-7.712971535E-1,4.024775943E-1,6.056089890E0
1.887492133E1,-4.105333033E-1,-4.352671717E-1,5.959962249E0
1.888499133E1,4.569854848E-1,-4.806240235E-1,5.014128340E0
1.889506133E1,1.349486502E0,-4.883505343E-1,3.744313660E0
1.890513133E1,1.924958941E0,-5.098954774E-1,2.886189739E0
1.891520133E1,2.040811872E0,-2.963889295E-1,2.175857702E0
1.892527133E1,1.823572607E0,-2.257653818E-1,1.494152464E0
1.893534133E1,1.722708430E0,-2.516429655E-1,1.275220431E0
1.894541133E1,1.617502841E0,-4.798223703E-1,1.261675941E0
1.895548133E1,1.655435337E0,-1.729328647E-2,9.413315535E-1
1.896555133E1,1.559492322E0,3.050971878E-1,1.012492753E0
1.897562133E1,1.334794349E0,-2.574523205E-1,3.313248736E-1
1.898569133E1,1.290367643E0,-6.896413717E-1,-9.333150208E-2
1.899576133E1,1.432631716E0,-8.036486283E-1,-8.489981711E-1
1.900583133E1,1.682819455E0,-9.286337399E-1,-1.555336559E0
1.901590133E1,1.872665976E0,-1.046025365E0,-2.210170333E0
1.902597133E1,1.840015124E0,-1.252001138E0,-2.754557805E0
1.903604133E1,1.549487151E0,-1.670446893E0,-2.726107008E0
1.904611133E1,1.316683330E0,-1.504003561E0,-2.691021960E0
1.905618133E1,1.124909274E0,-1.146317393E0,-2.657180030E0
1.906625133E1,9.324050479E-1,-8.510087362E-1,-2.648789860E0
1.907632133E1,8.411345431E-1,-7.003125402E-1,-2.579605020E0
1.908639133E1,7.689614832E-1,-4.424719647E-1,-2.658339533E0
1.909646133E1,5.315062018E-1,-5.354225206E-1,-2.702093663E0
1.910653133E1,2.944220723E-1,-4.880103725E-1,-2.903308632E0
1.911660233E1,1.686869091E-1,-1.595596978E-1,-3.084856492E0
1.912667233E1,5.298249811E-2,1.814569357E-1,-3.060856011E0
1.913674233E1,-1.585478371E-1,3.193319419E-1,-2.777958947E0
1.914681233E1,-2.395903923E-1,3.279387510E-1,-2.465831067E0
1.915688233E1,5.199811935E-2,2.193398765E-1,-2.139034862E0
1.916695233E1,-5.580377966E-1,6.499566114E-1,-3.244945655E0
1.917702233E1,-1.382335136E0,9.380287537E-1,-3.501479963E0
1.918709233E1,-1.549134710E0,1.108846973E0,-2.665793563E0
1.919716233E1,-1.082858950E0,1.406154792E0,-1.841248448E0
1.920723233E1,-5.026376941E-1,1.582953397E0,-9.941681635E-1
1.921730233E1,-2.906172891E-1,1.347185476E0,-8.569661719E-1
1.922737233E1,-5.973932125E-2,1.152471295E0,-6.057984388E-1
1.923744233E1,5.158552520E-2,1.199212182E0,-2.658728957E-1
1.924751233E1,1.303541712E-2,1.264483043E0,-8.092487991E-2
1.925758233E1,-9.482254207E-2,1.246629593E0,4.794710988E-1
1.926765233E1,-8.076978251E-2,1.232923281E0,1.309990314E0
1.927772233E1,1.360556450E-1,1.305130693E0,2.660450377E0
1.928779233E1,1.654934523E-1,1.618184918E0,3.585060064E0
1.929786233E1,-1.957386138E-1,2.068177133E0,3.119314719E0
1.930793233E1,-4.685689652E-1,2.355528314E0,2.460358658E0
1.931800233E1,-6.630021881E-1,2.242646646E0,2.572177302E0
1.932807233E1,-9.022145578E-1,1.998494695E0,3.018252028E0
1.933814233E1,-1.125027680E0,1.887646981E0,3.152484219E0
1.934821233E1,-1.221880960E0,1.854330131E0,3.015889168E0
1.935828233E1,-1.241743660E0,1.880033029E0,2.677363449E0
1.936835233E1,-1.264953159E0,1.960898560E0,2.411458978E0
1.937842233E1,-1.300191404E0,2.031902177E0,2.192407077E0
1.938849233E1,-1.362743309E0,2.032918423E0,2.108765581E0
1.939856333E1,-1.394333476E0,1.884464342E0,2.254057195E0
1.940863333E1,-1.412505015E0,1.592287162E0,2.806754145E0
1.941870333E1,-1.266198908E0,1.200936526E0,3.392628781E0
1.942877333E1,-9.321382686E-1,7.531427184E-1,3.286824583E0
1.943884333E1,-3.826641579E-1,3.013818669E-1,2.584275776E0
1.944891333E1,2.639362979E-1,-3.046118689E-1,1.849482497E0
1.945898333E1,8.916587256E-1,-7.807807526E-1,7.281461638E-1
1.946905333E1,1.301313192E0,-9.870687667E-1,-4.904012990E-1
1.947912333E1,1.335079255E0,-1.010663744E0,-1.217765105E0
1.948919333E1,1.092904686E0,-1.010361735E0,-1.255434623E0
1.949926333E1,6.865938029E-1,-7.639308313E-1,-7.287174368E-1
1.950933333E1,2.979530597E-1,-2.530648622E-1,-2.164586610E-1
1.951940333E1,5.467263579E-2,8.641453832E-2,7.621319354E-2
1.952947333E1,-1.257785788E-1,6.453659624E-2,3.267149287E-1
1.953954333E1,-1.940148546E-1,-1.330048603E-1,5.668863881E-1
1.954961333E1,-8.458991468E-2,-3.702228910E-1,5.809232140E-1
1.955968333E1,3.451487146E-1,-6.023693392E-1,2.651525187E-1
1.956975333E1,8.703855318E-1,-8.338682082E-1,-1.032910645E-1
1.957982333E1,1.198333200E0,-1.091547693E0,-4.721784514E-1
1.958989333E1,1.409972147E0,-1.358651135E0,-1.004521828E0
1.959996333E1,1.576931204E0,-1.567937017E0,-1.665110432E0
1.961003333E1,1.633410337E0,-1.643143320E0,-2.131338757E0
1.962010333E1,1.637953185E0,-1.529985664E0,-2.268824338E0
1.963017333E1,1.540300152E0,-1.219463722E0,-2.330079769E0
1.964024333E1,1.411313060E0,-8.917708459E-1,-2.365796902E0
1.965031333E1,1.309801449E0,-6.179778966E-1,-2.425955395E0
1.966038333E1,1.142152859E0,-2.907267782E-1,-2.576441676E0
1.967045433E1,9.931965025E-1,2.034158617E-2,-2.608956873E0
1.968052433E1,9.091582726E-1,2.456196025E-1,-2.474111309E0
1.969059433E1,8.888679957E-1,4.343399495E-1,-2.381270388E0
1.970066433E1,9.160381065E-1,6.521206659E-1,-2.343793244E0
1.971073433E1,1.258068063E0,7.058498535E-1,-2.039461457E0
1.972080433E1,6.317610995E-1,4.131113407E-1,-1.792604291E0
1.973087433E1,-6.452344000E-2,3.638839245E-1,-2.019032455E0
1.974094433E1,2.663188921E-1,5.261383116E-1,-1.694317274E0
1.975101433E1,5.010919096E-1,6.140608469E-1,-9.294523501E-1
1.976108433E1,6.615300053E-1,6.376678106E-1,-6.537537932E-1
1.977115433E1,5.968869898E-1,5.494268945E-1,-1.099225087E0
1.978122433E1,7.371260253E-1,5.300290489E-1,-1.251410569E0
1.979129433E1,8.346777552E-1,6.194224513E-1,-8.717812622E-1
1.980136433E1,8.893297796E-1,7.551936293E-1,-4.250820529E-1
1.981143433E1,7.636215135E-1,8.404486647E-1,-1.311238110E-1
1.982150442E1,6.517101914E-1,7.886364868E-1,-1.594243348E-1
1.983157442E1,5.553505625E-1,7.615755728E-1,-1.449355191E-1
1.984164442E1,4.056479546E-1,9.306837738E-1,1.573433107E-1
1.985171442E1,2.986235891E-1,1.240832079E0,6.521253437E-1
1.986178442E1,1.225066231E-1,1.563972897E0,8.279949725E-1
1.987185442E1,7.779866606E-2,1.843451386E0,8.498167813E-1
1.988192442E1,1.386328053E-1,2.107428907E0,7.676938069E-1
1.989199442E1,2.135730600E-1,2.255080458E0,9.297347707E-1
1.990206442E1,2.869858027E-1,2.375395983E0,1.500959793E0
1.991213442E1,2.621176676E-1,2.564101420E0,2.410549736E0
1.992220542E1,1.043980886E-1,2.640455239E0,3.560766052E0
1.993227542E1,-1.540171221E-1,2.421896843E0,4.782240631E0
1.994234542E1,-3.714233974E-1,1.982429177E0,5.695262305E0
1.995241542E1,-3.409322143E-1,1.539583576E0,5.892577767E0
1.996248542E1,1.281876317E-1,1.019643167E0,5.459521281E0
1.997255542E1,7.246672167E-1,3.512782046E-1,4.913599500E0
1.998262542E1,1.296191031E0,-1.733926021E-1,4.144979494E0
1.999269542E1,1.905980049E0,-4.165278688E-1,2.853494448E0
2.000276542E1,2.252117381E0,-6.551175101E-1,1.413797688E0
2.001283542E1,2.402541974E0,-8.601243992E-1,4.655208117E-1
2.002290542E1,2.512589496E0,-5.822037542E-1,-5.053070211E-1
2.003297542E1,2.192443184E0,-2.349203673E-1,-1.086518503E0
2.004304542E1,1.416640312E0,-5.324986205E-1,-6.668731910E-1
2.005311542E1,8.902901848E-1,-6.742874604E-1,-5.523928946E-1
2.006318542E1,7.243368490E-1,-3.507624802E-1,-4.672293681E-1
2.007325542E1,5.900548837E-1,-2.071016541E-1,-3.557217962E-1
2.008332542E1,5.112166558E-1,-3.624548650E-1,-4.237828016E-1
2.009339542E1,4.325697780E-1,-5.533778581E-1,-6.227290517E-1
2.010346542E1,3.755852263E-1,-6.325386330E-1,-7.859172392E-1
2.011353542E1,3.001595796E-1,-6.923863471E-1,-9.426284659E-1
2.012360542E1,1.921683770E-1,-8.271655449E-1,-1.249084547E0
2.013367542E1,1.632259751E-1,-1.040788599E0,-1.561160971E0
2.014374542E1,1.368013112E-1,-1.398080957E0,-1.843464543E0
2.015381542E1,1.788767056E-1,-1.575390170E0,-2.295019280E0
2.016388542E1,1.957258961E-1,-1.544424486E0,-2.712694080E0
2.017395642E1,1.498519311E-1,-1.553617186E0,-2.938701829E0
2.018402642E1,9.062979609E-2,-1.553660747E0,-3.016632349E0
2.019409642E1,-7.523480818E-2,-1.491102264E0,-2.998245195E0
2.020416642E1,-2.587104951E-1,-1.409919814E0,-2.984157498E0
2.021423642E1,-3.228279921E-1,-1.223477835E0,-2.954244897E0
2.022430642E1,-4.103127171E-1,-9.767414144E-1,-2.916000599E0
2.023437642E1,-4.554745643E-1,-7.426911128E-1,-2.929931590E0
2.024444642E1,-5.073783973E-1,-5.625153020E-1,-3.020232480E0
2.025451642E1,-6.095543978E-1,-3.681591162E-1,-3.009686442E0
2.026458642E1,-6.886265874E-1,-6.351538002E-2,-2.843053660E0
2.027465642E1,-6.875221945E-1,2.750834298E-1,-2.568064370E0
2.028472642E1,-6.789270799E-1,5.467246038E-1,-2.238517635E0
2.029479642E1,-5.710232931E-1,7.858593518E-1,-1.900845609E0
2.030486642E1,-4.482814658E-1,1.067507743E0,-1.474953716E0
2.031493642E1,-3.180785912E-1,1.417907988E0,-1.112128138E0
2.032500642E1,-3.006294765E-1,1.774815015E0,-8.769081008E-1
2.033507642E1,-2.917383465E-1,2.035571012E0,-4.427687109E-1
2.034514642E1,-2.505875431E-1,2.286747224E0,-9.596450329E-3
2.035521642E1,-2.901579903E-1,2.504989870E0,2.281402284E-1
2.036528642E1,-3.999923815E-1,2.572901187E0,4.194558620E-1
2.037535642E1,-3.651461922E-1,2.571544925E0,6.033034319E-1
2.038542642E1,-2.751420482E-1,2.670733583E0,9.522214079E-1
2.039549642E1,-2.277111159E-1,2.847555431E0,1.317502817E0
2.040556642E1,-2.142914636E-1,2.906629266E0,1.771156120E0
2.041563642E1,-2.818164986E-1,2.847709213E0,2.294657922E0
2.042570742E1,-2.750780942E-1,2.873516192E0,2.820817283E0
2.043577742E1,-1.481519993E-1,2.884412186E0,3.199771237E0
2.044584742E1,1.174655923E-1,2.827333421E0,3.428738846E0
2.045591742E1,3.067281955E-1,2.850222639E0,3.268038649E0
2.046598742E1,4.066843005E-1,2.853302952E0,2.978715495E0
2.047605742E1,4.686851786E-1,2.834593323E0,2.775365122E0
2.048612742E1,3.317355674E-1,2.848274346E0,2.652744332E0
2.049619742E1,4.293639690E-2,2.713139638E0,2.945978104E0
2.050626742E1,-2.105049529E-1,2.348072821E0,3.361516916E0
2.051633742E1,-3.536573636E-1,1.809783703E0,3.512680305E0
2.052640742E1,-3.691747776E-1,1.287475026E0,3.325394572E0
2.053647742E1,-2.134632055E-1,8.824962848E-1,2.745864165E0
2.054654742E1,7.456142820E-2,3.502973342E-1,2.044226353E0
2.055661742E1,2.866878871E-1,-5.050427270E-1,1.109239029E0
2.056668742E1,4.298399323E-1,-6.017343315E-1,1.132172978E-1
2.057675742E1,4.356193934E-1,-3.054255089E-1,-1.564878631E-1
2.058682742E1,2.009250209E-1,-3.943628284E-1,1.237797081E-2
2.059689742E1,-1.047997192E-1,-5.482399097E-1,1.266740799E-1
2.060696742E1,-3.538302219E-1,-5.760960451E-1,3.104737025E-1
2.061703742E1,-4.783513570E-1,-6.394126198E-1,4.810966247E-1
2.062710742E1,-4.726374578E-1,-7.735030156E-1,5.222662854E-1
2.063717742E1,-3.000810076E-1,-9.167823109E-1,3.369235826E-1
2.064724742E1,-1.219056755E-2,-1.088251910E0,1.025952458E-2
2.065731842E1,1.991443976E-1,-1.259278290E0,-3.076290321E-1
2.066738842E1,3.204438630E-1,-1.424748938E0,-5.529191440E-1
2.067745842E1,3.864640441E-1,-1.567320428E0,-8.318816167E-1
2.068752842E1,4.773529449E-1,-1.634013477E0,-1.152797862E0
2.069759842E1,5.188560431E-1,-1.632556936E0,-1.432340963E0
2.070766842E1,5.126078546E-1,-1.613927414E0,-1.717211462E0
2.071773842E1,5.304762878E-1,-1.574683534E0,-1.922253435E0
2.072780842E1,4.899143721E-1,-1.473647448E0,-1.995276387E0
2.073787842E1,5.391005655E-1,-1.380606553E0,-2.358148744E0
2.074794842E1,7.607645640E-1,-1.289146745E0,-2.725762022E0
2.075801842E1,8.448611929E-1,-1.121215588E0,-2.858590297E0
2.076808842E1,7.654568814E-1,-8.947555572E-1,-2.830176337E0
2.077815842E1,7.158634295E-1,-5.718328401E-1,-2.764568238E0
2.078822842E1,7.625813670E-1,-1.718449903E-1,-2.707959589E0
2.079829842E1,7.817089250E-1,1.317640811E-1,-2.459029001E0
2.080836842E1,7.720196501E-1,3.594856489E-1,-2.131075632E0
2.081843758E1,7.048274678E-1,5.495622575E-1,-1.870312033E0
2.082850758E1,4.946091747E-1,6.084372872E-1,-1.552663212E0
2.083857758E1,1.920875392E-1,6.155442855E-1,-1.246118839E0
2.084864758E1,7.720298097E-3,6.758922288E-1,-9.937962806E-1
2.085871758E1,1.063855572E-1,6.737036160E-1,-9.019569880E-1
2.086878758E1,3.522780785E-1,5.347535992E-1,-9.902265555E-1
2.087885858E1,6.541505999E-1,4.407622388E-1,-9.561483979E-1
2.088892858E1,8.657963446E-1,4.973559773E-1,-8.262337911E-1
2.089899858E1,8.985683803E-1,5.675257811E-1,-8.008650613E-1
2.090906858E1,8.860671064E-1,5.983093250E-1,-8.239709187E-1
2.091913858E1,7.836575827E-1,6.595755735E-1,-8.336135620E-1
2.092920858E1,6.040785534E-1,8.363924512E-1,-5.995822638E-1
2.093927858E1,4.689077383E-1,1.029692630E0,-2.605174309E-1
2.094934858E1,3.889480875E-1,1.151940952E0,-4.901603937E-2
2.095941858E1,3.129033668E-1,1.238627971E0,2.594912446E-1
2.096948858E1,2.524756821E-1,1.486053194E0,6.988223773E-1
2.097955858E1,1.900022028E-1,1.770338094E0,8.468890804E-1
2.098962858E1,1.869012782E-1,1.888564702E0,8.163923424E-1
2.099969858E1,2.337924394E-1,1.884381311E0,7.161143482E-1
2.100976858E1,2.459880502E-1,1.971339933E0,8.317494696E-1
2.101983858E1,1.649479070E-1,2.150854424E0,1.446612847E0
2.102990858E1,-1.160521010E-1,2.116254987E0,2.441950454E0
2.103997858E1,-4.912574776E-1,1.845003822E0,3.620842685E0
2.105004858E1,-7.624104090E-1,1.457681334E0,4.540881017E0
2.106011858E1,-6.959185769E-1,1.066838237E0,4.914761342E0
2.107018858E1,-3.676375446E-1,8.375559010E-1,5.053018756E0
2.108025858E1,1.991701254E-1,4.220328762E-1,5.215835645E0
2.109032858E1,6.598153093E-1,-8.423387772E-1,4.625491982E0
2.110039858E1,1.275099101E0,-1.270484917E0,3.156896528E0
2.111046958E1,1.931919467E0,-1.268877225E0,1.922561583E0
2.112053958E1,2.283899630E0,-1.077492887E0,1.053040854E0
2.113060958E1,2.189460665E0,-5.219166219E-1,7.311989951E-1
2.114067958E1,1.647562499E0,-3.330324067E-1,1.122055541E0
2.115074958E1,1.267570519E0,-2.645218965E-1,1.103476598E0
2.116081958E1,1.111197846E0,-8.432766706E-2,7.383612496E-1
2.117088958E1,9.646711533E-1,-3.375802249E-2,3.615286660E-1
2.118095958E1,8.348934444E-1,-2.829935431E-2,-5.263838947E-2
2.119102958E1,8.035916179E-1,3.692692101E-2,-4.424687487E-1
2.120109958E1,7.573657237E-1,3.435052085E-1,-1.074857401E0
2.121116958E1,8.600434153E-1,1.248962340E-1,-1.443854131E0
2.122123958E1,7.442178208E-1,-9.238790765E-1,-1.579481467E0
2.123130958E1,5.562265119E-1,-9.033205587E-1,-2.072725098E0
2.124137958E1,4.497712267E-1,-5.936949947E-1,-2.270121835E0
2.125144958E1,4.615787651E-1,-5.435709080E-1,-2.624920941E0
2.126151958E1,4.914798910E-1,-7.363778740E-1,-3.203849670E0
2.127158958E1,5.510166793E-1,-7.180614710E-1,-3.530340065E0
2.128165958E1,6.433404138E-1,-5.249843636E-1,-3.648965453E0
2.129172958E1,6.921504850E-1,-3.526824135E-1,-3.625598225E0
2.130179958E1,5.482823020E-1,-1.515864345E-1,-3.561803348E0
2.131186958E1,3.284395650E-1,3.928217947E-2,-3.437084577E0
2.132194058E1,1.419146282E-1,2.117747489E-1,-3.347778883E0
2.133201058E1,7.936681621E-2,3.555940345E-1,-3.257417182E0
2.134208058E1,5.168346606E-2,4.446617469E-1,-2.946627730E0
2.135215058E1,1.987541690E-2,5.189564690E-1,-2.715324157E0
2.136222058E1,4.358236805E-2,5.446576130E-1,-2.534926445E0
2.137229058E1,7.387021422E-2,5.786930859E-1,-2.284442836E0
2.138236058E1,1.076399311E-3,6.461766788E-1,-1.904566192E0
2.139243058E1,-7.711088732E-2,8.345827380E-1,-1.425377514E0
2.140250058E1,-1.552051301E-1,1.022235676E0,-1.054205035E0
2.141257058E1,-2.092191502E-1,1.078446129E0,-8.129553491E-1
2.142264058E1,-2.830619556E-1,1.110316671E0,-4.627942550E-1
2.143271058E1,-3.964578858E-1,1.184004159E0,-1.766853154E-1
